1583738856,765262
1583738856,765279
1583738856,765282
1583738856,765284
1583738856,765286
1583738856,765288
1583738856,765290
1583738856,765292
1583738856,765294
1583738856,765296
1583738856,765300
1583738856,765301
1583738856,765303
1583738856,765305
1583738856,765307
1583738856,765309
1583738856,765311
1583738856,765312
1583738856,765325
1583738856,765325
1583738856,765325
1583738856,765325
1583738856,765327
1583738856,765329
1583738856,765331
1583738856,765333
1583738856,765334
1583738856,765336
1583738856,765338
1583738856,765340
1583738856,765342
1583738856,765344
1583738856,765345
1583738856,765347
1583738856,765349
1583738856,765351
1583738856,765353
1583738856,765362
1583738856,765363
1583738856,765365
1583738856,765366
1583738856,765368
1583738856,765370
1583738856,765372
1583738856,765374
1583738856,765376
1583738856,765377
1583738856,765379
1583738856,765381
1583738856,765383
1583738856,765385
1583738856,765386
1583738856,765388
1583738856,765390
1583738856,765392
1583738856,765394
1583738856,765399
1583738856,765399
1583738856,765401
1583738856,765403
1583738856,765405
1583738856,765407
1583738856,765408
1583738856,765410
1583738856,765412
1583738856,765414
1583738856,765416
1583738856,765418
1583738856,765419
1583738856,765421
1583738856,765423
1583738856,765425
1583738856,765427
1583738856,765428
1583738856,765430
1583738856,765440
1583738856,765441
1583738856,765442
1583738856,765444
1583738856,765446
1583738856,765448
1583738856,765450
1583738856,765452
1583738856,765453
1583738856,765455
1583738856,765457
1583738856,765459
1583738856,765461
1583738856,765463
1583738856,765464
1583738856,765466
1583738856,765468
1583738856,765470
1583738856,765472
1583738856,765477
1583738856,765477
1583738856,765479
1583738856,765481
1583738856,765483
1583738856,765485
1583738856,765486
1583738856,765488
1583738856,765490
1583738856,765492
1583738856,765494
1583738856,765496
1583738856,765497
1583738856,765499
1583738856,765501
1583738856,765503
1583738856,765505
1583738856,765506
1583738856,765508
1583738856,765515
1583738856,765516
1583738856,765518
1583738856,765520
1583738856,765522
1583738856,765524
1583738856,765525
1583738856,765527
1583738856,765529
1583738856,765531
1583738856,765533
1583738856,765535
1583738856,765536
1583738856,765538
1583738856,765540
1583738856,765542
1583738856,765544
1583738856,765546
1583738856,765547
1583738856,765552
1583738856,765553
1583738856,765555
1583738856,765557
1583738856,765559
1583738856,765560
1583738856,765562
1583738856,765564
1583738856,765566
1583738856,765568
1583738856,765570
1583738856,765571
1583738856,765573
1583738856,765575
1583738856,765577
1583738856,765579
1583738856,765581
1583738856,765582
1583738856,765584
1583738856,765591
1583738856,765592
1583738856,765594
1583738856,765596
1583738856,765598
1583738856,765599
1583738856,765601
1583738856,765603
1583738856,765605
1583738856,765607
1583738856,765609
1583738856,765610
1583738856,765612
1583738856,765614
1583738856,765616
1583738856,765618
1583738856,765620
1583738856,765621
1583738856,765623
1583738856,765628
1583738856,765629
1583738856,765631
1583738856,765632
1583738856,765634
1583738856,765636
1583738856,765659
1583738856,765662
1583738856,765664
1583738856,765665
1583738856,765667
1583738856,765669
1583738856,765671
1583738856,765673
1583738856,765675
1583738856,765676
1583738856,765678
1583738856,765680
1583738856,765682
1583738856,765692
1583738856,765693
1583738856,765695
1583738856,765696
1583738856,765698
1583738856,765700
1583738856,765702
1583738856,765704
1583738856,765705
1583738856,765707
1583738856,765709
1583738856,765711
1583738856,765713
1583738856,765715
1583738856,765716
1583738856,765718
1583738856,765720
1583738856,765722
1583738856,765724
1583738856,765729
1583738856,765730
1583738856,765731
1583738856,765733
1583738856,765735
1583738856,765737
1583738856,765739
1583738856,765740
1583738856,765742
1583738856,765744
1583738856,765746
1583738856,765748
1583738856,765768
1583738856,765770
1583738856,765772
1583738856,765774
1583738856,765790
1583738856,765790
1583738856,765790
1583738856,765792
1583738856,765792
1583738856,765792
1583738856,765792
1583738856,765793
1583738856,765795
1583738856,765797
1583738856,765799
1583738856,765800
1583738856,765802
1583738856,765804
1583738856,765806
1583738856,765808
1583738856,765809
1583738856,765811
1583738856,765813
1583738856,765815
1583738856,765817
1583738856,765819
1583738856,765823
1583738856,765824
1583738856,765826
1583738856,765828
1583738856,765830
1583738856,765831
1583738856,765833
1583738856,765835
1583738856,765837
1583738856,765839
1583738856,765841
1583738856,765857
1583738856,765859
1583738856,765861
1583738856,765863
1583738856,765865
1583738856,765867
1583738856,765869
1583738856,765871
1583738856,765879
1583738856,765880
1583738856,765882
1583738856,765884
1583738856,765887
1583738856,765889
1583738856,765891
1583738856,765893
1583738856,765895
1583738856,765897
1583738856,765899
1583738856,765901
1583738856,765903
1583738856,765905
1583738856,765907
1583738856,765909
1583738856,765912
1583738856,765914
1583738856,765916
1583738856,765921
1583738856,765922
1583738856,765924
1583738856,765926
1583738856,765928
1583738856,765930
1583738856,765932
1583738856,765934
1583738856,765936
1583738856,765938
1583738856,765940
1583738856,765943
1583738856,765945
1583738856,765947
1583738856,765949
1583738856,765951
1583738856,765953
1583738856,765955
1583738856,765957
1583738856,765965
1583738856,765966
1583738856,765968
1583738856,765970
1583738856,765972
1583738856,765974
1583738856,765976
1583738856,765978
1583738856,765980
1583738856,765982
1583738856,765984
1583738856,765986
1583738856,765989
1583738856,765991
